	Title	Location	Company	Salary	Synopsis	origin	mean_annual_salary
3670	Senior Data Analyst	Remote in Florida	Hire With Jarvis	$120,000 - $170,000 a year	Expertise in SQL and data visualization.Experience working with relational data models and statistical principles.This is a fully remote permanent position.	Orlando	145000.0
3671	Data Scientist	Orlando, FL 32801 (Central Business District area)	Tricon IT Solutions (For End Clients)	Up to $89 an hour	Define data needs and evaluate data quality for applicability to posed problems.A data scientist will be responsible for leading projects from design through…	Orlando	185120.0
3672	AI/ML Principal/Sr. Principal Software Engineer (AHT)	Remote in Orlando, FL	Northrop Grumman	$93,000 - $120,000 a year	Shift: 1st Shift (United States of America).Travel Required: Yes, 10% of the Time.The position supports our Engineering organization’s goals to meet the…	Orlando	106500.0
3673	Research Statistician, Corrections	Orlando, FL 32839	Orange County Government - Corrections Division	$64,850 - $101,088 a year	Coordinates planning and evaluation of data-laden functions.Provides data to substantiate public policy position of concern to external governmental bodies and…	Orlando	82969.0
3674	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Passing this examination is a requirement in order to be considered for selection into a data scientist position.	Orlando	125491.0
3675	Director, Data Science- SMB Labs	Remote in United States	Indeed	$214,000 - $310,000 a year	In this role, you will lead teams of machine learning engineers, scientists, and statisticians who exhibit high energy, deep technical skills, and a drive to…	Orlando	262000.0
3676	Senior Data Scientist - International	United States	Indeed	$123,000 - $179,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Orlando	151000.0
3677	Senior Data Scientist	United States	Good Parents Inc.	From $110,000 a year	REST APIs, data pipelines and annotation tools.Experience or familiarity with data exploration, analysis and visualization tools.	Orlando	110000.0
3678	Junior Data Science Engineer	United States	Enhance IT	From $32 an hour	Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud…	Orlando	66560.0
3679	Senior Data Analyst - Enterprise Information Warehouse	Remote in Orlando, FL	FedEx Services	$5,633 - $8,489 a month	Minimum (5) years work experience with implementing data solutions and/or executing data analysis and scientific measurements within a modern data platform.	Orlando	84732.0
3680	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	The data engineer also implements data tests for quality and also focuses on improving inefficient tooling and adopting new transformative technologies while…	Orlando	137500.5
3681	Senior Data Scientist - Delivery Insights	Remote in United States	Indeed	$139,000 - $201,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Orlando	170000.0
3682	Director, Data Science	Remote in United States	Indeed	$253,000 - $367,000 a year	Can fish for data with SQL and Pandas.Can do small data work with Python or R.Can do big data work with Hadoop or Spark.	Orlando	310000.0
3683	AI/ML Principal/Sr. Principal Software Engineer (AHT)	Remote in Orlando, FL	Northrop Grumman	$93,000 - $120,000 a year	Requisition ID: R10034833 Category: Engineering Location: Orlando, Florida, United States of America Citizenship Required: United States Citizenship Clearance…	Orlando	106500.0
3684	Senior Data Analyst - Enterprise Information Warehouse	Remote in Orlando, FL	FedEx Services	$5,633 - $8,489 a month	Company: FedEx Services Job Title: Senior Data Analyst - Enterprise Information Warehouse Job Requisition Number: RC509533 Category: Decision Science &…	Orlando	84732.0
3685	Data Scientist	Orlando, FL 32801 (Central Business District area)	Tricon IT Solutions (For End Clients)	Up to $89 an hour	*Position Description*: The Data Scientist is responsible for the design and development of complex mathematical methods, machine learning and statistical…	Orlando	185120.0
3686	AI/ML Principal/Sr. Principal Software Engineer (AHT)	Remote in Orlando, FL	Northrop Grumman	$93,000 - $120,000 a year	Location: Orlando, Florida, United States of America.Citizenship Required: United States Citizenship.Telecommute: Yes-May consider hybrid teleworking for this…	Orlando	106500.0
3687	Data Scientist	Santa Clara, CA+1 location	Cimetrix	$150,000 - $200,000 a year	Ability to create model-ready data from raw data, at scale.Help design, implement, and validate the ML Pipelines while collaborating with other data scientists…	Palo+Alto	175000.0
3688	Senior Data Scientist	Foster City, CA 94404 (Town Center area)	DISH	$115,115 a year	Ready to do efficient iterative end to end data science - from eda to model definition, hypothesis creation and testing.	Palo+Alto	115115.0
3689	Applied Scientist, Machine Learning	Sunnyvale, CA	Amazon.com Services LLC	$262,800 - $350,000 a year	Exposure to high-velocity time series data processing techniques.You’ll be developing state-of-the-art machine learning skills daily and collaborating with…	Palo+Alto	306400.0
3690	Principal, Data Science/Analytics	San Jose, CA 95128 (Willow Glen area)	Splunk	$110,000 a year	Develop standardized data and insights to drive pricing decisions.Lead development of Tableau dashboards to surface and redefine data.	Palo+Alto	110000.0
3691	Senior Data Analyst	Foster City, CA 94404 (Town Center area)	DISH	$86,940 a year	Ability to tell an insightful story from the data.Do Ad-hoc analysis and explain value of data driven approach to business stakeholders.	Palo+Alto	86940.0
3692	Product Manager, Data and Machine Learning	Foster City, CA 94404 (Town Center area)+1 location	DISH	$124,200 a year	Demonstrated entrepreneurial or intrapreneurial experience collaborating with data scientists, engineers, and designers solving customer problems with a data…	Palo+Alto	124200.0
3693	Experienced Aircraft Health Machine Learning Researcher	San Jose, CA	BOEING	$101,430 - $188,370 a year	At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a…	Palo+Alto	144900.0
3694	Lead ML Engineer - Risk	Remote in Santa Clara, CA	GoDaddy	$188,000 - $235,000 a year	Expert level data science knowledge.Extensive knowledge of ML frameworks, libraries, data structures, data modeling and software architecture.	Palo+Alto	211500.0
3695	Engineering Manager, Machine Learning	Palo Alto, CA	Mercari	$141,900 a year	Partner with product management, data analytics, business operations and other engineering leaders to build and deliver the roadmap of your team.	Palo+Alto	141900.0
3696	Senior Product Manager, Machine Learning (Remote)	Remote in Redwood Shores, CA	Amobee	From $101,300 a year	Technical skills and demonstrated direct experience interacting with a technical audience, including data scientist, software engineers and web developers.	Palo+Alto	101300.0
3697	Software Engineer III, Machine Learning, YouTube	Hybrid remote in Mountain View, CA	YouTube	$142,000 - $153,000 a year	2 years of experience with data structures or algorithms in either an academic or industry setting.We're looking for engineers who bring fresh ideas from all…	Palo+Alto	147500.0
3698	Machine Learning Engineer, Applied Health Signals	Mountain View, CA	Teladoc Health	$110,000 - $126,500 a year	Select appropriate datasets and data representation methods.In your role as a Machine Learning Engineer, you will work closely with machine learning scientists…	Palo+Alto	118250.0
3699	Data Scientist	Santa Clara, CA	VIR Consultant LLC	$65 - $75 an hour	Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.	Palo+Alto	145600.0
3700	Senior Data Scientist	Santa Clara, CA	iTrending Solutions	$50 - $60 an hour	Knowledge of data analysis techniques.Experience in the implementation and validation of big data algorithms and models.	Palo+Alto	114400.0
3701	Data Scientist	Santa Clara, CA 95050	American nexus Trading inc	$60 - $65 an hour	You will use your knowledge of the ServiceNow HR Service Delivery (HRSD) application to optimize our HR operations and help them drive business results with a…	Palo+Alto	130000.0
3702	Senior Data Scientist	Remote in Mountain View, CA	Lark Health	$148,000 a year	Confidence using a variety of techniques to analyze large streams of data to come to conclusions that improve the product and business.	Palo+Alto	148000.0
3703	Senior Data Analyst	Remote in Mountain View, CA	Lark Health	$138,000 a year	Experience working closely with data engineering teams preferred but not required.Experience translating data into business insights using analytics and…	Palo+Alto	138000.0
3704	Data Scientist	Mountain View, CA 94041	SENS Research Foundation	From $55,000 a year	We are looking for a data scientist to advise on all aspects of data analysis across the entirety of the SENS research programme.Pay: From $55,000.00 per year.	Palo+Alto	55000.0
3705	Lead Data Scientist	Santa Clara, CA	Tech Intellectuals	Up to $200,000 a year	Desirable - Experience in working as data scientist on any of BFSI related Critical use cases.Knowledge on Feature Engineering, Exploratory data analysis, Data…	Palo+Alto	200000.0
3706	Senior Data Scientist/Machine Learning Engineer	Remote in Palo Alto, CA+25 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	Palo+Alto	170000.0
3707	Senior Data Scientist at Rent-to-Own Startup	Remote in Palo Alto, CA+12 locations	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	Palo+Alto	155000.0
3708	Senior Data Scientist/Machine Learning Engineer	Remote in Palo Alto, CA+94 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	Palo+Alto	170000.0
3709	Data Plane Engineer	Remote in Menlo Park, CA+17 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	Palo+Alto	170000.0
3710	Statistical Programmer	Mountain View, CA 94043 (Moffett Boulevard area)	DEPT OF VETERANS AFFAIRS	$97,490 - $126,742 a year	The successful candidate will provide statistical programming and data analysis expertise on cooperative research studies in the Cooperative Studies Program …	Palo+Alto	112116.0
3711	Software Engineer( NLP,python, data migration,data analytic,...	Moffett Field, CA	Tellus Solutions	$159,999 - $166,000 a year	Development and integration of data pipeline (data extraction and augmentation).Support data analytics of aviation data products such as NOTAM, Letter of…	Palo+Alto	162999.5
3712	Data Science Manager, Paid Advertising	Palo Alto, CA 94306	KLM Careers	$200,000 - $225,000 a year	Provide strategic influence with cross-functional teams to guide data-driven strategy and roadmaps.Lay a strong data foundation where cross-functional partners…	Palo+Alto	212500.0
3713	Software Engineer, AI Software and Systems	Menlo Park, CA	Nextera Logic LLC	$96 an hour	Rate*: $96/hr - $101/hr.Software Engineer, AI Software and Systems*.Position likely to extend at least to a year.MUST have roficiency in Python.	Palo+Alto	199680.0
3714	Revolutionize AI as a Sr. Electrical Engineer	San Jose, CA	Qualitech Solutions	$85,000 - $115,000 a year	Design real-time digital signal processing systems to help resolve the major bottlenecks of AI at the edge: power consumption, cost, scalability and software…	Palo+Alto	100000.0
3715	Senior Machine Learning Engineer- AI/ML	Santa Clara, CA 95054	Avail Medsystems Inc.	$100,000 - $180,000 a year	Strong Computer Science fundamentals in data structures, algorithm design, and complexity analysis.Designing and implementing algorithms to solve critical…	Palo+Alto	140000.0
3716	Senior Manager, Decision Science, Commercial Pharma	San Mateo, CA	Frannie jobs	$115,000 - $165,000 a year	Lead a team of data scientists/consultants or a cross-functional data science/data engineering team to deliver Decision Science consulting projects.	Palo+Alto	140000.0
3717	Principal ML & NLP Engineer	Remote in Redwood City, CA 94063+12 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	Palo+Alto	170000.0
3718	Senior AI Accelerator Compiler and Driver Engineer	Sunnyvale, CA 94089 (Lakewood area)	PicoAI US INC.	$110,000 - $300,000 a year	Take ownership to design, document, code, review, test, debug and qualify the embedded software and drivers for AI accelerator ASIC.	Palo+Alto	205000.0
3719	Experienced Aircraft Health Machine Learning Researcher	San Jose, CA	BOEING	$101,430 - $188,370 a year	Additionally, you will develop data mining approaches reconciling parametric system and flight characteristic data that was collected in the fleet management…	Palo+Alto	144900.0
3720	Senior Data Analyst	Foster City, CA 94404 (Town Center area)	DISH	$86,940 a year	Mentoring of junior data analysts.Ability to tell an insightful story from the data.Do Ad-hoc analysis and explain value of data driven approach to business…	Palo+Alto	86940.0
3721	Senior Product Manager, Machine Learning (Remote)	Remote in Redwood Shores, CA	Amobee	From $101,300 a year	Amobee is looking for a Sr. Product Manager with experience working with data science and engineering teams to build predictive performance models, develop…	Palo+Alto	101300.0
3722	Software Engineer III, Machine Learning, YouTube	Hybrid remote in Mountain View, CA	YouTube	$142,000 - $153,000 a year	Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working…	Palo+Alto	147500.0
3723	Data Scientist	San Jose, CA	Digital Dhara LLC	$60 - $70 an hour	Familiarity with data management tools.Strong data management technology background.Big data: 5 years (Preferred).Analytical and problem-solving skills.	Palo+Alto	135200.0
3724	Mathematical Scientist	San Jose, CA 95131 (North Valley area)	Pit.AI Technologies Inc.	$150,000 a year	As such, you'll be involved in formulating fundamental questions arising as part of the investment process as mathematical problems consistent with our research…	Palo+Alto	150000.0
3725	Sr. Data Analyst	Fremont, CA	Audio Visual Design Group (AVDG, LLC)	$85,000 - $105,000 a year	Auditing data and coordinating data cleansing efforts with various areas of the business.Testing use case scenarios to validate data flow from various systems…	Palo+Alto	95000.0
3726	Product Manager,Product Analytics & Data Science(sql, python...	Palo Alto, CA	Tellus Solutions	$88.00 - $88.52 an hour	This role works closely with a global team of data scientists, analysts and analytics leaders.You will engage closely with Customer Success Operations and…	Palo+Alto	183580.8
3727	Principal Data Scientist	Santa Clara, CA	Palo Alto Networks	$111,400 a year	Collaborate with data engineers to identify data preparation, cleansing, and ETL pipelines.Experience designing unsupervised machine learning algorithms using…	Palo+Alto	111400.0
3728	Data Scientist - Ads Optimization	Remote in Los Altos, CA+1 location	Comcentric	$139,000 - $225,000 a year	Proactively research data and identify opportunities in the data to drive the product roadmap.Helps identify ways to improve data quality and analysis.	Palo+Alto	182000.0
3729	Principal, Data Science/Analytics - 22219	San Jose, CA 95131 (North Valley area)	Splunk	$110,000 a year	Develop standardized data and insights to drive pricing decisions.Lead development of Tableau dashboards to surface and redefine data.	Palo+Alto	110000.0
3730	Data Scientist	Santa Clara, CA	Cimetrix	$150,000 - $200,000 a year	Ability to create model-ready data from raw data, at scale.Help design, implement, and validate the ML Pipelines while collaborating with other data scientists…	Palo+Alto	175000.0
3731	Data Scientist	Remote in Cupertino, CA+1 location	Comcentric	$139,000 - $276,000 a year	Mentor and grow other software engineers, data scientists, and ML engineers across teams.Solid knowledge of data structures and algorithms.	Palo+Alto	207500.0
3732	Software Development Engineer, Alexa AI	Sunnyvale, CA	Amazon.com Services LLC	$143,650 - $194,349 a year	For example, how do you process and store massive amounts of data in the least time possible.1+ years of experience contributing to the architecture and design…	Palo+Alto	168999.5
3733	Software Engineer - Data Processing and Machine Learning Pla...	San Jose, CA 95002 (North San Jose area)	Hewlett Packard Enterprise	$97,000 - $140,000 a year	The goal is to provide a platform for data scientists and machine learning engineers that is self-service, easy to use, and meets enterprise scaling…	Palo+Alto	118500.0
3734	Data Scientist	Santa Clara, CA 95050	Diskriter inc.	Up to $65 an hour	Knowledge of data analysis techniques.Help to evolve large scale Data Management Platform and tools in all aspects, from data collection to data processing,…	Palo+Alto	135200.0
3735	Senior Data Scientist - Analytics & Recommendations	Sunnyvale, CA 94086 (Washington area)	Indeed	$143,000 - $207,000 a year	Proactively research data and identify opportunities in the data to drive the product roadmap.Helps identify ways to improve data quality and analysis.	Palo+Alto	175000.0
3736	Senior Data Scientist	Santa Clara, CA 95054	Enormous Enterprise LLC	$56 - $65 an hour	Knowledge of data analysis techniques.Help to evolve large scale Data Management Platform and tools in all aspects, from data collection to data processing,…	Palo+Alto	125840.0
3737	Data Scientist	Mountain View, CA 94041	SENS Research Foundation	From $55,000 a year	We are looking for a data scientist to advise on all aspects of data analysis across the entirety of the SENS research programme.	Palo+Alto	55000.0
3738	Senior Data Scientist at Rent-to-Own Startup	Remote in Sunnyvale, CA+12 locations	Recruiting From Scratch	$120,000 - $190,000 a year	You have 3+ years of experience working in data science.Day to day, you will perform a mix of exploratory data analysis, statistical modeling, software…	Palo+Alto	155000.0
3739	Lead Machine Learning Engineer/Data Scientist	Fremont, CA	SpanIdea Systems	$150,000 - $250,000 a year	Build MLOps pipelines to support experimentation, continuous integration, deployment (CI/CD), verification, validation, and monitoring of ML models in…	Palo+Alto	200000.0
3740	Senior Data Scientist/Machine Learning Engineer	Remote in Palo Alto, CA+44 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Work with cross-functional teams, including lawyers, data protection and security researchers.Gather training data, and train and evaluate state-of-the-art…	Palo+Alto	170000.0
3741	Lead Data Scientist	Santa Clara, CA	Tech Intellectuals	Up to $200,000 a year	*Job Title: *Lead Data Scientist *Location : * West/Midwest *Experience: * 10+ Years *Job Description: * Work as a Senior Data Scientist in Business…	Palo+Alto	200000.0
3742	Deep Learning Engineer	Palo Alto, CA 94301 (University South area)	Matroid	$94,099 - $240,476 a year	With a “no programming required” product, Matroid brings computer vision into the hands of many.Design and build the computer vision software that powers the…	Palo+Alto	167287.5
3743	Deep Learning Engineer	Palo Alto, CA 94301 (University South area)+1 location	Matroid	$94,099 - $240,476 a year	With a “no programming required” product, Matroid brings computer vision into the hands of many.Design and build the computer vision software that powers the…	Palo+Alto	167287.5
3744	ML Engineer at Sleep Startup	Remote in Palo Alto, CA+30 locations	Recruiting From Scratch	$180,000 - $250,000 a year	Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).	Palo+Alto	215000.0
3745	Lead Machine Learning Engineer, MLOps	Newark, CA 94560	Techmatrix Inc	$160 - $170 an hour	*Job Title : Lead Machine Learning Engineer, MLOps* *ML Scientist, ML Engineer* *Location : Newark, CA (Day 1 Onsite)* *Duration : 6+ Months will go beyond 12 …	Palo+Alto	343200.0
3746	ML Engineer at Sleep Startup	Remote in Palo Alto, CA+30 locations	Recruiting From Scratch	$180,000 - $250,000 a year	Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware…	Palo+Alto	215000.0
3747	Data Science Manager (should have ex with internet industry)	San Francisco, CA 94112 (Outer Mission area)	Stone resource group	$250,000 - $400,000 a year	We are looking for someone with an insatiable curiosity and passion to deeply understand user experiences and content consumption and who can help us build a…	Palo+Alto	325000.0
3748	Data Plane Engineer	Remote in Stanford, CA 94305+17 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	Palo+Alto	170000.0
3749	Senior Machine Learning Engineer- AI/ML	Santa Clara, CA 95054	Avail Medsystems Inc.	$100,000 - $180,000 a year	Avail Medsystems is a pioneering medical technology company that is reinventing how medical procedures are supported by industry and clinicians. We are…	Palo+Alto	140000.0
3750	Data Engineer	Houston, TX	Infinitek	$100,000 - $135,000 a year	Minimum 3-4 years of experience in data analytics as a data engineer, data analyst, data scientist, or applied scientist role.	Pasadena	117500.0
3751	Senior Data Scientist - Delivery Insights	Remote in Texas	Indeed	$139,000 - $201,000 a year	Passion to answer Product/Engineering questions with data.Can train and deploy deep learning models for natural language data.	Pasadena	170000.0
3752	Data Scientist - Ads Optimization	Remote in Houston, TX	Comcentric	$139,000 - $225,000 a year	Proactively research data and identify opportunities in the data to drive the product roadmap.Helps identify ways to improve data quality and analysis.	Pasadena	182000.0
3753	Data Science Specialist III	Houston, TX 77002 (Downtown area)	Gas LLC	$94.00 - $94.85 an hour	Participate in strategic planning discussions around data science and big data.5+ years of practical experience framing and solving data science problems.	Pasadena	196404.0
3754	Machine Learning Postdoctoral Researcher	Houston, TX 77004 (Third Ward area)	University of Houston	$3,223 - $4,834 a month	We invite applications for a postdoctoral researcher in machine learning (with a focus in healthcare data) Applicants will broadly be expected to work on…	Pasadena	48342.0
3755	eCommerce Data Marketing Analyst (Sr. Data Analyst II)	Houston, TX 77001	Shutterfly	$94,700 a year	Strong analytical skills and experience working in large data sets to analyze data using pivot tables and raw data, and measuring ecommerce digital marketing…	Pasadena	94700.0
3756	Sr. Azure Data Architect	Houston, TX	Set Solutions	$150,000 - $200,000 a year	Creation of data governance and master data best practices.Collaborating across teams to settle appropriate data sources, develop data extraction and business…	Pasadena	175000.0
3757	Senior Data Engineer, Python	Houston, TX	Computer Staff	$140,000 - $170,000 a year	Assists data analysts and data scientists with data extraction, feature engineering, query optimization, and data processing.4-5+ years of experience in SQL.	Pasadena	155000.0
3758	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Passing this examination is a requirement in order to be considered for selection into a data scientist position.	Pasadena	125491.0
3759	Artificial Intelligence Lead - (Direct Hire)	Houston, TX 77044	Icon Information Consultants	$125,000 - $145,000 a year	Typically 5+ years of combined experience in project management, business facilitation, software design, software development, system engineering, data science,…	Pasadena	135000.0
3760	Senior Data Scientist	United States	Good Parents Inc.	From $110,000 a year	REST APIs, data pipelines and annotation tools.Experience or familiarity with data exploration, analysis and visualization tools.	Pasadena	110000.0
3761	Director, Data Science	Remote in United States	Indeed	$253,000 - $367,000 a year	Can fish for data with SQL and Pandas.Can do small data work with Python or R.Can do big data work with Hadoop or Spark.	Pasadena	310000.0
3762	Senior Data Engineer	Remote in United States	SAIC	$125,001 - $150,000 a year	The data engineer also implements data tests for quality and also focuses on improving inefficient tooling and adopting new transformative technologies while…	Pasadena	137500.5
3763	Senior Statistical Programmer	United States	AL2S3 LTD	Up to $150,000 a year	You will be working with some of the most advanced analytics.	Pasadena	150000.0
3764	Data Scientist - Entry to Expert Level Virtual Hiring Event	United States	National Security Agency (NSA)	$74,682 - $176,300 a year	Responsibilities NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a…	Pasadena	125491.0
3765	Senior Data Scientist	United States	Good Parents Inc.	From $110,000 a year	Good Parents is an innovative startup headquartered out of San Francisco, developing health monitoring and connected care platforms for pediatrics. Kiddo is…	Pasadena	110000.0
3766	Director, Data Science	Remote in United States	Indeed	$253,000 - $367,000 a year	Your Job We’re looking for a senior leader to lead data and product science for the global platform that will personalize Indeed for job seekers and…	Pasadena	310000.0
3767	Junior Data Science Engineer	United States	Enhance IT	From $32 an hour	Data Scientist It’s All About YOU Are you seeking to grow and enhance your technical career to new heights, in a full-time, W-2 opportunity? What…	Pasadena	66560.0
3768	Senior Data Analyst	Remote in Texas	Hire With Jarvis	$120,000 - $170,000 a year	Expertise in SQL and data visualization.Experience working with relational data models and statistical principles.This is a fully remote permanent position.	Pasadena	145000.0
3769	Data Scientist	Houston, TX	Apptad Inc	$45 - $60 an hour	Proficiency with Python or R, SQL and familiarity with working in big data environments*.Duration: 6 months to 1 year (C2C AND W2)*.	Pasadena	109200.0
3770	Data Scientist	Remote in Houston, TX	Campus Election Engagement Project (CEEP)	$70,000 - $80,000 a year	Civic Influencers is a national nonpartisan nonprofit operating across the country, on and off campus, in local communities and states, that empowers young…	Pasadena	75000.0
3771	Data Scientist - Ads Optimization	Remote in Houston, TX	Comcentric	$139,000 - $225,000 a year	We are seeking at Data Scientist - Ads Optimization for a permanent full time position (remote). As a Data Scientist in the SMB Ads Optimization team, your…	Pasadena	182000.0
3772	Data Scientist	Houston, TX	Apptad Inc	$45 - $60 an hour	*Title: Data Scientist* *Duration: 6 months to 1 year (C2C AND W2)* *Location: San Francisco CA, Houston TX* *Business Skills* Excellent verbal, written,…	Pasadena	109200.0
3773	Data Engineer	Houston, TX	Infinitek	$100,000 - $135,000 a year	*The Job: * Our Global Engineering and Technology team is seeking a new Data Engineer! This person will analyze complex and unstructured data using state-of…	Pasadena	117500.0
3774	Data Science Specialist III	Houston, TX 77002 (Downtown area)	Gas LLC	$94.00 - $94.85 an hour	Job Summary We are currently seeking an experienced data scientist to join the Big Data and Advanced Analytics department. As part of the Data Analytics team…	Pasadena	196404.0
3775	Machine Learning Postdoctoral Researcher	Houston, TX 77004 (Third Ward area)	University of Houston	$3,223 - $4,834 a month	*Machine Learning Post Doctoral Fellow - (STA009104)* Organization: H0137 Info & Logistics Technology *Description* We invite applications for a…	Pasadena	48342.0
3776	eCommerce Data Marketing Analyst (Sr. Data Analyst II)	Houston, TX 77001	Shutterfly	$94,700 a year	At Shutterfly, we’re all about people — bringing them together, making them feel welcome, and connecting them to experiences. We make our customers’ memories…	Pasadena	94700.0
3777	Sr. Azure Data Architect	Houston, TX	Set Solutions	$150,000 - $200,000 a year	Set Solutions is working with a growing company looking for a direct hire Sr. Azure Data Engineer/Architect. Responsibilities * Driving the technical design…	Pasadena	175000.0
3778	Data Scientist	Remote in Houston, TX	Campus Election Engagement Project (CEEP)	$70,000 - $80,000 a year	Manage data integrity, ensuring all data points entered are checked for accuracy and quality.Experience and interest in training novice data staff to…	Pasadena	75000.0
3779	Sr. Data Analyst - Remote	Remote in Houston, TX 77032	FedEx Logistics	$57,836 - $109,739 a year	Strongly prefer experience with understanding data, interpreting data and how databases work.Under moderate supervision, designs and implements processes and…	Pasadena	83787.5
3780	Data Scientist	Houston, TX	Vetro Tech Inc	$71,000 - $89,000 a year	Present information using data visualization techniques.Undertake preprocessing of structured and unstructured data.Combine models through ensemble modeling.	Pasadena	80000.0
3781	Machine Learning Engineer	Webster, TX	Optimum Technologies	$100,000 - $135,000 a year	Bachelor’s degree in Computer Science, Software Engineering, or Computer Engineering.Experience with container-based software deployments.	Pasadena	117500.0
3782	Data Scientist	Edgewater Park, NJ	Criterion Executive Search	$100,000 - $120,000 a year	Writing SQL code to access data from a data warehouse.Able to understand various data structures and common methods in data transformation.	Philadelphia	110000.0
3783	Data Scientist	Remote in Philadelphia, PA 19103	Apexon	$70 an hour	Python, SQL, Tableau, data science experience .Data engineering; data set preparation and pipeline development; model and experiment output analysis; model…	Philadelphia	145600.0
3784	Associate, Data Science	Radnor, PA	Lincoln Financial	$39,900 - $83,700 a year	Proficiency with a major programming language appropriate for data science to manipulate data and draw insights, and source and compile data.	Philadelphia	61800.0
3785	Data Scientist - 1 Year Fellowship	Hybrid remote in Wilmington, DE 19801	Tech Impact	$70,000 a year	Analyze data for trends and patterns through both exploratory and hypothesis-driven approaches.Serve as an authority in machine learning data education…	Philadelphia	70000.0
3786	Machine Learning Engineer	Bristol, PA 19007	Data-Core System, Inc.	$125,000 - $175,000 a year	Alongside, we plan to generate a portfolio of products and services related to decision making by corporate CFOs and fund CIOs, unavailable till now without…	Philadelphia	150000.0
3787	Senior Data Analyst / Database Specialist (Intermediate)	Hybrid remote in Philadelphia, PA 19103	NucoreVision, Inc	$35 - $49 an hour	Combines data as needed from disparate data sources to complete analysis.Writes complex SQL to query large data platforms such as Teradata, SQL server, Oracle…	Philadelphia	87360.0
3788	Data Plane Engineer	Remote in Philadelphia, PA 19104	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	Philadelphia	170000.0
3789	Natural language Processing Engineer	Philadelphia, PA 19103 (Logan Square area)	TREND Community	$76,391 - $120,348 a year	Enhance data collection procedures to include information that is relevant for building analytic systems.Process, clean, and verify the integrity of data used…	Philadelphia	98369.5
3790	Head of Machine Learning - Document Analysis and NLP	Remote in Philadelphia, PA 19104+5 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our client's global data infrastructure will be built, you need to pay close attention to detail and maintain…	Philadelphia	170000.0
3791	eCommerce Data Marketing Analyst (Sr. Data Analyst II)	Philadelphia, PA 19255 (City Center East area)	Shutterfly	$94,700 a year	Strong analytical skills and experience working in large data sets to analyze data using pivot tables and raw data, and measuring ecommerce digital marketing…	Philadelphia	94700.0
3792	Postdoctoral Associate - Machine Learning in Thermal-fluid	Philadelphia, PA 19104 (University City area)+1 location	Drexel University	$52,000 - $60,000 a year	Our lab has pioneered the use of ML and data- driven approaches to enable thermal-fluid discoveries.The lab conducts research to advance fundamental thermal…	Philadelphia	56000.0
3793	ML Engineer (Reinforcement Learning)	King of Prussia, PA 19406	The Stratagem Group, Inc	$120,000 - $205,000 a year	Analyzing large multi-domain datasets such as images, text, and/or graph data to identify statistically relevant features to build models.	Philadelphia	162500.0
3794	Senior HMIS Data Analyst	Philadelphia, PA 19107 (Washington Square area)	Public Health Management Corporation	$70,000 a year	This position will ensure all of those working to end homelessness can develop and implement the most effective data quality and data driven strategies that…	Philadelphia	70000.0
3795	SR. STATISTICAL PROGRAMMER	King of Prussia, PA 19406	PVR Technologies	$101,525 a year	XML creation; Guide & train team in using R & UNIX languages to perform programming activities; Develop standard MACROS & use existing MACROS by defining macro…	Philadelphia	101525.0
